stime,proto,srcip,sport,dstip,dsport,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swins,dwins,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,sjit,djit,tcprtt,synack,ackdat,is_sm_ips_ports,label
stime,proto,srcip,sport,dstip,dsport,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swins,dwins,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,sjit,djit,tcprtt,synack,ackdat,is_sm_ips_ports,label
stime,proto,srcip,sport,dstip,dsport,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swins,dwins,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,sjit,djit,tcprtt,synack,ackdat,is_sm_ips_ports,label
stime,proto,srcip,sport,dstip,dsport,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swins,dwins,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,sjit,djit,tcprtt,synack,ackdat,is_sm_ips_ports,label
stime,proto,srcip,sport,dstip,dsport,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swins,dwins,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,sjit,djit,tcprtt,synack,ackdat,is_sm_ips_ports,label
stime,proto,srcip,sport,dstip,dsport,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swins,dwins,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,sjit,djit,tcprtt,synack,ackdat,is_sm_ips_ports,label
stime,proto,srcip,sport,dstip,dsport,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swins,dwins,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,sjit,djit,tcprtt,synack,ackdat,is_sm_ips_ports,label
stime,proto,srcip,sport,dstip,dsport,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swins,dwins,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,sjit,djit,tcprtt,synack,ackdat,is_sm_ips_ports,label
stime,proto,srcip,sport,dstip,dsport,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swins,dwins,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,sjit,djit,tcprtt,synack,ackdat,is_sm_ips_ports,label
stime,proto,srcip,sport,dstip,dsport,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swins,dwins,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,sjit,djit,tcprtt,synack,ackdat,is_sm_ips_ports,label
1424219008,tcp,175.45.176.3,22592,149.171.126.16,143,52,FIN,1424219008,14,38,734,42014,78.473372,62,252,8395.112305,503571.3125,2,17,49.915,15.432865,61.426934,1387.77833,255,1417884146,3077387971,255,0.0,0.0,0.0,52,1106,0.649902
1424219008,tcp,175.45.176.0,62762,149.171.126.16,56430,24,FIN,1424219009,8,16,364,13186,14.170161,62,252,1572.271851,60929.23047,1,6,231.875571,102.737203,17179.58686,11420.92623,255,2116150707,2963114973,255,0.111897,0.061458,0.050439,46,824,1.623129
1424219008,tcp,175.45.176.0,45235,149.171.126.16,21,24,FIN,1424219009,12,12,628,770,13.677108,62,252,2740.178955,3358.62207,1,3,152.876547,90.235726,259.080172,4991.784669,255,1107119177,1047442890,255,0.0,0.0,0.0,52,64,1.681642
1424219008,tcp,149.171.126.14,179,175.45.176.3,33159,10,FIN,1424219008,6,4,258,172,74.08749,252,254,14158.94238,8495.365234,0,0,24.2956,8.375,30.177547,11.830604,255,621772692,2202533631,255,0.0,0.0,0.0,43,43,0.121478
1424219008,tcp,175.45.176.3,43722,149.171.126.14,179,16,FIN,1424219009,10,6,534,268,39.41798,254,252,10112.02539,4709.134766,2,1,39.928778,52.241,2223.730342,82.5505,255,3984155503,1796040391,255,0.172934,0.119331,0.053603,53,45,0.380537
1424219009,tcp,175.45.176.3,62994,149.171.126.14,179,16,FIN,1424219009,10,6,534,268,33.373826,254,252,8561.499023,3987.059814,2,1,47.750333,75.659602,2415.837634,115.807,255,2436137549,1977154190,255,0.128381,0.071147,0.057234,53,45,0.449454
1424219009,tcp,175.45.176.3,62708,149.171.126.14,179,18,FIN,1424219010,10,8,534,354,26.683033,254,252,6039.783203,3892.58374,2,1,68.267778,81.137711,4286.82857,119.422719,255,1787309226,1767180493,255,0.143337,0.069136,0.074201,53,44,0.637109
1424219009,arp,10.40.85.1,,10.40.85.30,,4,CON,1424219049,2,2,56,92,0.07563,0,0,5.647056,9.277307,0,0,39666.52,39666.576,0.0,12.596281,0,0,0,0,0.0,0.0,0.0,28,46,39.666687
1424219010,tcp,175.45.176.3,63945,149.171.126.14,179,18,FIN,1424219011,10,8,534,354,32.593026,254,252,7377.527344,4754.74707,2,1,55.794,66.054141,3770.580726,118.962633,255,205985702,316006300,255,0.116615,0.059195,0.05742,53,44,0.521584
1424219010,tcp,175.45.176.0,40755,149.171.126.18,25,90,FIN,1424219012,62,28,56329,2212,42.520967,62,252,211825.125,8152.559082,28,8,34.312868,75.092445,3253.278833,106.113453,255,1824722662,860716719,255,0.13114,0.052852,0.078288,909,79,2.093085
1424219011,tcp,175.45.176.3,63888,149.171.126.14,179,16,FIN,1424219011,10,6,534,268,57.985135,254,252,14875.12012,6927.291016,2,1,27.505111,39.106801,1413.686415,57.200395,255,3368447996,584859215,255,0.087934,0.063116,0.024818,53,45,0.258687
1424219011,tcp,175.45.176.3,60835,149.171.126.14,179,18,FIN,1424219011,10,8,534,354,31.313031,254,252,7087.796387,4568.018555,2,1,60.210889,68.109,4060.625597,106.611547,255,884094874,3410317203,255,0.118584,0.066133,0.052451,53,44,0.542905
1424219011,tcp,175.45.176.2,52515,149.171.126.16,3057,18,FIN,1424219012,12,6,4142,268,55.764583,254,252,99641.46875,5878.243164,3,1,25.948818,53.668801,1471.649189,80.404844,255,137150292,2604092885,255,0.097761,0.036508,0.061253,345,45,0.304853
1424219011,ospf,10.40.85.1,,224.0.0.5,,6,INT,1424219061,6,0,384,0,0.099991,1,0,51.195496,0.0,0,0,10000.88,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,64,0,50.004398
1424219011,ospf,10.40.182.1,,224.0.0.5,,6,INT,1424219061,6,0,384,0,0.099991,1,0,51.195496,0.0,0,0,10000.88,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,64,0,50.004398
1424219012,tcp,175.45.176.3,62899,149.171.126.14,179,16,FIN,1424219012,10,6,534,268,35.975363,254,252,9228.879883,4297.856445,2,1,45.088778,64.481199,2610.908343,99.860875,255,88408021,3711983528,255,0.220976,0.094537,0.126439,53,45,0.416952
1424219012,tcp,175.45.176.3,44449,149.171.126.14,179,18,FIN,1424219013,10,8,534,354,29.475254,254,252,6671.810547,4299.919434,2,1,64.083889,72.27157,4194.544962,116.493234,255,3772251972,4281731981,255,0.113311,0.050849,0.062462,53,44,0.576755
